#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000001.1	560051	615224	terpene nrps t1pks hybrid	false	tetarimycin A/tetarimycin B	8	BGC0000274	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000001.1&start=560051&end=615224
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000002.1	157287	179734	betalactone	false	aristeromycin	9	BGC0001514	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000002.1&start=157287&end=179734
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000005.1	4168	48878	t1pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000005.1&start=4168&end=48878
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000005.1	59817	109129	nrp-metallophore nrps hybrid	false	myxochelin B/myxochelin N/myxochelin O/myxochelin P/myxochelin Q/myxochelin A	33	BGC0002324	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000005.1&start=59817&end=109129
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000006.1	34011	75079	t3pks	false	loseolamycin A1/loseolamycin A2	76	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000006.1&start=34011&end=75079
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000010.1	0	13511	terpene	true	isorenieratene	42	BGC0000664	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000010.1&start=0&end=13511
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000012.1	276659	297030	ni-siderophore	true	legonoxamine A/desferrioxamine B/legonoxamine B	66	BGC0002305	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000012.1&start=276659&end=297030
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000015.1	110029	140352	ni-siderophore	false	pulvomycin B/pulvomycin C/pulvomycin D	5	BGC0002374	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000015.1&start=110029&end=140352
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000029.1	45653	79535	napaa	false	ε-Poly-L-lysine	100	BGC0002174	https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000029.1&start=45653&end=79535
Actinoplanes	Unknown	CGMCC 4.7090	NZ_QLMJ01000038.1	5723	17562	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_QLMJ01000038.1&start=5723&end=17562
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	879108	922237	nrps-like	false	nenestatin	3	BGC0001693	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=879108&end=922237
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	1514223	1535177	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=1514223&end=1535177
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	1666937	1690918	ripp-like terpene hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=1666937&end=1690918
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2015159	2037898	lanthipeptide-class-iv	false	labyrinthopeptin A2/labyrinthopeptin A1/labyrinthopeptin A3	40	BGC0000519	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2015159&end=2037898
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2044829	2097635	nrps-like nrps hybrid	false	Q6402A	5	BGC0002448	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2044829&end=2097635
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2124813	2135653	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2124813&end=2135653
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2151127	2273009	nrps lanthipeptide-class-ii hybrid	false	chitinimide B/chitinimide F/chitinimide D/chitinimide A/chitinimide C/chitinimide E/chitinimide G	58	BGC0002503	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2151127&end=2273009
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2299704	2345527	t1pks	false	sporolide A/sporolide B	31	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2299704&end=2345527
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2489856	2562375	t2pks	false	pradimicin-A	25	BGC0000256	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2489856&end=2562375
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2696874	2749001	nrps t1pks hybrid	false	crochelin A	12	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2696874&end=2749001
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2775151	2854050	nrps betalactone other hybrid	false	myxothiazol	28	BGC0001024	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2775151&end=2854050
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	2896572	2923307	hydrogen-cyanide terpene hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=2896572&end=2923307
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	3143196	3165797	lanthipeptide-class-iii	false	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=3143196&end=3165797
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	3227057	3239829	hydrogen-cyanide	false	aborycin	14	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=3227057&end=3239829
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	3627510	3871834	t1pks ni-siderophore nrps nrps-like hybrid	false	quinolidomicin A	71	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=3627510&end=3871834
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	4398685	4421715	lanthipeptide-class-ii	false	actinoallolide A	20	BGC0001495	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=4398685&end=4421715
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	4985154	5130224	lap t1pks nrps nrps-like hybrid	false	hygrocin A/hygrocin B	19	BGC0000075	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=4985154&end=5130224
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	5379679	5394462	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=5379679&end=5394462
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	5654371	5697563	nrps	false	azicemicin B	13	BGC0000202	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=5654371&end=5697563
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	5887267	5962642	nrps t1pks hybrid	false	bleomycin A2/bleomycin B2	4	BGC0002350	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=5887267&end=5962642
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6056695	6077679	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6056695&end=6077679
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6107578	6161245	nrps-like ranthipeptide hybrid	false	meilingmycin	3	BGC0000093	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6107578&end=6161245
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6179309	6224637	t1pks	false	amycolamycin A/amycolamycin B	11	BGC0001503	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6179309&end=6224637
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6228786	6249725	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6228786&end=6249725
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6661326	6730760	nrps-like t1pks nrp-metallophore nrps hybrid	false	kedarcidin	23	BGC0000081	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6661326&end=6730760
Micromonospora	Unknown	DSM 43913	NZ_LT607733.1	6906352	6950767	t3pks lap thiopeptide hybrid	false	loseolamycin A1/loseolamycin A2	80	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607733.1&start=6906352&end=6950767
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	235553	256480	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=235553&end=256480
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	339679	360645	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=339679&end=360645
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	914089	928902	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=914089&end=928902
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	1912508	1954494	nrps-like	false	α,β-epoxyketone	15	BGC0001829	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=1912508&end=1954494
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	2595493	2823346	2dos nrps nrps-like t1pks hybrid	false	quinolidomicin A	71	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=2595493&end=2823346
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	2830111	2875961	t1pks	false	tiancimycin	19	BGC0001378	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=2830111&end=2875961
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	2940891	2970676	ni-siderophore	false	FW0622	50	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=2940891&end=2970676
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	2985300	3053218	nrps-like t1pks pks-like nrps hybrid	false	naphthyridinomycin	14	BGC0000394	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=2985300&end=3053218
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	3146497	3214124	nrps-like t1pks nrps hybrid	false	crochelin A	8	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=3146497&end=3214124
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	3679146	3700331	terpene	false	nocathiacin	4	BGC0000609	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=3679146&end=3700331
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	3882735	3955248	t2pks	false	pradimicin-A	25	BGC0000256	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=3882735&end=3955248
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	4145141	4184143	terpene oligosaccharide hybrid	false	lobosamide A/lobosamide B/lobosamide C	13	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=4145141&end=4184143
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	4352066	4447076	nrps-like pks-like transat-pks nrps hybrid	false	largimiycin 38/largimycin 39	60	BGC0001853	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=4352066&end=4447076
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	4502326	4597849	t2pks other oligosaccharide hybrid	false	komodoquinone B	68	BGC0001851	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=4502326&end=4597849
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	4650113	4676483	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=4650113&end=4676483
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	4851739	4876322	ripp-like terpene hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=4851739&end=4876322
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	5021462	5042413	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=5021462&end=5042413
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	6489907	6530969	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=6489907&end=6530969
Micromonospora	aurantiaca	ATCC 27029	NC_014391.1	6828282	6853503	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_014391.1&start=6828282&end=6853503
Cellulosimicrobium	Unknown	DE0282	NZ_VEBQ01000010.1	0	39898	ni-siderophore t3pks hybrid	true	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_VEBQ01000010.1&start=0&end=39898
Cellulosimicrobium	Unknown	DE0282	NZ_VEBQ01000013.1	0	29110	thioamide-nrp	true	enteromycin	12	BGC0002499	https://antismash-db.secondarymetabolites.org/area?record=NZ_VEBQ01000013.1&start=0&end=29110
Cellulosimicrobium	Unknown	DE0282	NZ_VEBQ01000001.1	221722	232013	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VEBQ01000001.1&start=221722&end=232013
Cellulosimicrobium	Unknown	DE0282	NZ_VEBQ01000001.1	596638	617553	terpene	false	7-deoxypactamycin	5	BGC0000119	https://antismash-db.secondarymetabolites.org/area?record=NZ_VEBQ01000001.1&start=596638&end=617553
Cellulosimicrobium	Unknown	DE0282	NZ_VEBQ01000002.1	287268	297565	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VEBQ01000002.1&start=287268&end=297565
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	275541	316558	t3pks	false	loseolamycin A1/loseolamycin A2	64	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=275541&end=316558
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	1932521	1943355	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	25	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=1932521&end=1943355
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	2493060	2515135	redox-cofactor	false	lankacidin C	13	BGC0001100	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=2493060&end=2515135
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	2556140	2582199	terpene	false	hopene	46	BGC0000663	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=2556140&end=2582199
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	2715836	2809364	other nrps hybrid	false	JBIR-126	17	BGC0001368	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=2715836&end=2809364
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	2935945	3274075	t2pks nrps nrps-like t1pks pks-like hybrid	false	monensin	50	BGC0000100	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=2935945&end=3274075
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	3320122	3340425	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=3320122&end=3340425
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	3410310	3453508	nrps	false	azicemicin B	11	BGC0000202	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=3410310&end=3453508
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	4006654	4040695	napaa	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=4006654&end=4040695
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	4341555	4371040	ni-siderophore	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=4341555&end=4371040
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	5177323	5190246	hydrogen-cyanide	false	aborycin	14	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=5177323&end=5190246
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	5217549	5290086	t2pks	false	hiroshidine	27	BGC0001960	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=5217549&end=5290086
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	5652252	5708767	t1pks nrps hybrid	false	zorbamycin	6	BGC0001058	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=5652252&end=5708767
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	5735291	5785078	hr-t2pks oligosaccharide hybrid	false	everninomicin D/everninomicin E/everninomicin G/everninomicin F	46	BGC0002085	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=5735291&end=5785078
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	5809875	5831060	amglyccycl	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=5809875&end=5831060
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	6045544	6066552	terpene	false	calicheamicin	8	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=6045544&end=6066552
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	6097427	6141459	nrps-like	false	indigoidine	20	BGC0000727	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=6097427&end=6141459
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	7123470	7153222	ni-siderophore	false	legonoxamine A/desferrioxamine B/legonoxamine B	66	BGC0002305	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=7123470&end=7153222
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	7488144	7532026	nrps ectoine hybrid	false	anthelvencin A/anthelvencin B/anthelvencin C	13	BGC0002042	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=7488144&end=7532026
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	7818974	7840129	indole	false	fortimicin	13	BGC0000695	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=7818974&end=7840129
Dactylosporangium	Unknown	NRRL B-16295	NZ_CP073721.1	8035725	8056697	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073721.1&start=8035725&end=8056697
Micromonospora	Unknown	U21	NZ_JAGPYK010000010.1	157077	198136	t3pks	false	loseolamycin A1/loseolamycin A2	88	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000010.1&start=157077&end=198136
Micromonospora	Unknown	U21	NZ_JAGPYK010000002.1	43305	73048	ni-siderophore	false	legonoxamine A/desferrioxamine B/legonoxamine B	100	BGC0002305	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000002.1&start=43305&end=73048
Micromonospora	Unknown	U21	NZ_JAGPYK010000002.1	210060	282582	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000002.1&start=210060&end=282582
Micromonospora	Unknown	U21	NZ_JAGPYK010000029.1	23053	45170	terpene	false	meridamycin	10	BGC0001011	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000029.1&start=23053&end=45170
Micromonospora	Unknown	U21	NZ_JAGPYK010000030.1	49529	70492	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000030.1&start=49529&end=70492
Micromonospora	Unknown	U21	NZ_JAGPYK010000038.1	10279	21098	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000038.1&start=10279&end=21098
Micromonospora	Unknown	U21	NZ_JAGPYK010000005.1	168928	199542	lap thiopeptide hybrid	false	valinomycin/montanastatin	13	BGC0001846	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000005.1&start=168928&end=199542
Micromonospora	Unknown	U21	NZ_JAGPYK010000005.1	293083	356092	t1pks nrps nrps-like hybrid	true	crochelin A	12	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPYK010000005.1&start=293083&end=356092
